Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Diamond Princess,District of Columbia,Florida,Georgia,Grand Princess,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2/1/20,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/2/20,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/3/20,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/4/20,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/5/20,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/6/20,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/7/20,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/8/20,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/9/20,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/10/20,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/11/20,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/12/20,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/13/20,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/14/20,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/15/20,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/16/20,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/17/20,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/18/20,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/19/20,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/20/20,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/21/20,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/22/20,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/23/20,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/24/20,0,0,1,0,10,0,0,0,36,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/25/20,0,0,1,0,10,0,0,0,36,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/26/20,0,0,1,0,10,0,0,0,42,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/27/20,0,0,1,0,11,0,0,0,42,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/28/20,0,0,1,0,11,0,0,0,44,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/29/20,0,0,1,0,12,0,0,0,44,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
3/1/20,0,0,1,0,12,0,0,0,44,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0
3/2/20,0,0,1,0,21,0,0,0,45,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,18,0,0,0
3/3/20,0,0,1,0,25,0,0,0,45,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,27,0,0,0
3/4/20,0,0,1,0,35,0,0,0,45,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,11,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,39,0,0,0
3/5/20,0,0,1,0,51,0,0,0,45,0,3,2,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,23,1,0,0,0,3,0,0,2,0,0,1,3,0,0,0,0,70,0,0,0
3/6/20,0,0,2,0,59,3,0,0,45,0,3,3,0,0,0,0,5,1,0,0,1,0,0,3,6,0,1,0,0,0,1,2,2,2,0,31,2,0,0,0,3,2,0,2,0,0,1,4,0,0,0,0,78,0,0,0
3/7/20,0,0,4,0,81,7,0,0,45,0,7,5,21,0,1,0,6,1,0,0,1,0,0,3,6,0,1,0,0,0,1,2,2,4,0,76,2,0,0,1,6,2,0,3,2,0,1,8,1,0,0,0,102,0,0,0
3/8/20,0,0,4,0,95,7,0,0,45,2,10,5,21,0,1,0,7,2,0,1,1,0,0,5,22,0,1,0,1,0,1,4,4,5,0,106,2,0,0,1,14,6,0,3,2,0,3,11,1,1,0,2,122,0,0,0
3/9/20,0,0,4,0,101,7,0,0,45,2,13,10,21,0,1,0,7,3,3,1,4,1,0,5,22,0,2,0,1,0,3,4,4,5,0,142,2,0,0,1,14,7,0,3,3,0,3,13,1,1,0,2,122,0,0,0
3/10/20,0,0,6,0,144,15,2,0,46,5,15,17,21,0,2,0,12,6,8,1,6,1,0,8,92,0,3,0,1,0,3,4,4,15,0,173,7,0,3,2,15,12,0,3,7,0,7,13,2,1,0,7,267,0,3,0
3/11/20,0,0,9,1,177,34,3,1,46,10,28,23,21,0,2,0,25,11,13,1,8,6,0,9,95,2,5,0,1,1,5,7,5,23,3,220,7,0,4,2,19,16,0,5,10,8,9,21,3,1,0,9,366,0,6,0
3/12/20,0,0,9,6,221,45,5,1,46,10,35,31,21,0,2,0,32,13,16,1,10,19,0,12,108,2,9,1,1,1,10,14,6,29,5,328,15,1,5,2,24,22,0,5,12,8,18,27,5,2,0,17,442,0,8,1
3/13/20,5,1,9,6,282,49,11,4,46,10,50,42,21,0,2,1,46,13,17,5,14,36,1,18,123,16,14,1,2,1,13,17,6,29,10,421,17,1,13,2,30,41,0,14,13,8,26,43,9,2,0,30,568,0,19,1
3/14/20,6,1,12,12,340,101,22,6,46,10,76,66,21,0,4,2,64,16,17,8,14,77,3,26,138,25,21,6,4,5,14,21,7,69,10,525,24,1,26,4,32,47,3,20,19,9,32,57,10,5,1,41,572,0,27,2
3/15/20,12,1,13,16,426,131,24,7,46,16,115,99,21,3,6,5,93,20,18,8,20,91,12,32,164,33,35,10,5,7,17,24,13,98,13,732,33,1,37,7,36,66,5,20,28,9,39,72,28,8,1,45,643,0,32,3
3/16/20,29,1,18,22,557,160,30,8,47,22,155,121,20,3,7,5,105,25,23,11,21,136,17,41,197,53,54,13,6,7,18,45,17,178,17,967,38,1,50,10,39,77,5,21,33,10,52,85,39,12,1,49,904,0,47,3
3/17/20,39,3,20,22,698,160,68,16,47,22,216,146,21,3,10,8,161,30,23,18,26,196,32,60,218,65,60,21,11,9,21,56,26,267,23,1706,64,3,67,19,66,112,5,23,47,11,74,110,51,12,2,67,1076,1,72,11
3/18/20,46,6,27,33,751,184,68,19,47,31,314,199,21,5,14,9,162,39,29,18,27,257,42,85,218,83,77,34,18,11,24,55,26,267,23,2495,70,6,86,19,68,152,5,33,47,11,79,173,51,18,2,77,1014,1,92,15
3/19/20,78,9,45,62,952,277,159,30,47,40,417,287,22,12,16,11,422,60,44,34,37,392,52,107,328,334,89,50,31,11,29,95,44,742,35,5365,123,18,119,44,88,206,5,44,81,11,154,260,80,22,3,99,1376,2,159,18
3/20/20,83,12,78,96,1177,363,194,38,49,71,563,420,23,14,26,23,585,86,45,44,47,538,56,149,413,552,115,80,53,15,37,114,44,890,43,8310,172,19,173,49,114,303,14,54,126,14,233,394,78,29,3,122,1524,7,207,19
